"gene_id","logFC","logCPM","LR","PValue","FDR"
"ENSG00000133116",-3.01524573800284,2.60727174275735,403.56205471513,9.23695012469714e-90,2.12863447649737e-87
"ENSG00000231999",-2.07268304766269,1.33725523032241,399.156729504329,8.40435747081724e-89,1.90828351984439e-86
"ENSG00000114346",1.98138428181287,5.4676504766517,399.035347294103,8.93157491599394e-89,1.99860169134705e-86
"ENSG00000106714",-3.92860138555867,1.96037075520134,398.283429625963,1.30200432806885e-88,2.87184954648328e-86
"ENSG00000170962",-2.47177081419811,5.75074653204886,397.464459368438,1.96288252830781e-88,4.26857834324965e-86
"ENSG00000165072",-3.46354144416892,4.51185289359539,397.216011076539,2.22320378409049e-88,4.76753700366072e-86
"ENSG00000137558",-5.54400838832659,6.62097899932791,396.241387301774,3.62365577610767e-88,7.57237404719571e-86
"ENSG00000115295",-2.46508473215896,5.05205323376165,396.238311650534,3.62924662883732e-88,7.57237404719571e-86
"ENSG00000105971",-2.84558208583282,6.77326195200752,396.190588151297,3.71711102425884e-88,7.65229256194087e-86
"ENSG00000122591",-2.36058915823453,5.49737731643045,395.788349215876,4.54747250638143e-88,9.23854940770123e-86
"ENSG00000072163",-2.16170705438301,5.57196083411161,395.107466854625,6.39725739533267e-88,1.28277472966151e-85
"ENSG00000180660",-3.34984099458436,2.24316412356563,394.643296996627,8.07311251867444e-88,1.59806227292735e-85
"ENSG00000168874",-3.81116816706524,3.81025838852533,394.225776096128,9.9525237590903e-88,1.94515147899183e-85
"ENSG00000067113",-1.9785673070242,5.55132289818854,393.609655174321,1.35537701130554e-87,2.61587763181969e-85
"ENSG00000160307",-4.75438940219755,5.11219486261404,392.852964697801,1.98056509023322e-87,3.77529938187665e-85
"ENSG00000220205",-1.51177473221919,6.34079069402519,392.606978188564,2.24047312013368e-87,4.21864694815415e-85
"ENSG00000103647",-2.49856662977208,3.42284968456082,392.344804719561,2.55513768626169e-87,4.75317179227476e-85
"ENSG00000094804",3.6681902912004,5.16995315972899,391.732121124692,3.47371761679927e-87,6.38502380992627e-85
"ENSG00000169744",-2.15342927344911,5.07645794138834,391.134230822014,4.68764534390536e-87,8.51496989528221e-85
"ENSG00000228971",-6.23261870106079,3.6072230740478,389.459083791744,1.08551437877946e-86,1.94887697771568e-84
"ENSG00000076382",2.83410792877042,4.65472199123785,389.388953618626,1.12435397905788e-86,1.99540522260387e-84
"ENSG00000100154",-1.81132537725322,5.35204234968955,387.704645069269,2.61566753982957e-86,4.58930759261006e-84
"ENSG00000165152",-2.49701072099313,2.72210746872326,387.331760100892,3.15327151530669e-86,5.47039462880173e-84
"ENSG00000173757",-1.61920028798233,6.90378768784119,386.607063995852,4.53452409997504e-86,7.77922801151274e-84
"ENSG00000092964",-1.67567789659661,7.33570497521096,385.109057717844,9.6085611071338e-86,1.6302877307049e-83
"ENSG00000162413",-1.61174952711626,6.36228581177957,384.800708901175,1.12147215254384e-85,1.8821228299214e-83
"ENSG00000090530",-2.86776705616158,4.33062144451308,381.744403088951,5.19014559460268e-85,8.61675784738337e-83
"ENSG00000172159",-2.59349784725906,3.55549005698056,380.721256895337,8.66827483161828e-85,1.42381024893815e-82
"ENSG00000077264",-3.67212567539822,3.4854009301448,379.892239705158,1.31347666764444e-84,2.13474523667685e-82
"ENSG00000136160",-2.56926789357461,4.86867758871442,379.555896906145,1.55471079036039e-84,2.50049318782963e-82
"ENSG00000182481",2.26546491195845,6.98800292727355,378.492191506068,2.64994305232564e-84,4.21805368328947e-82
"ENSG00000139910",-3.83687130306925,4.55434484569039,377.174833602855,5.12920819872711e-84,8.08111985595373e-82
"ENSG00000163431",-2.76803620321435,6.171930924303,377.027103593764,5.52349689498895e-84,8.6144234402656e-82
"ENSG00000269113",-3.52168737371182,3.71201340283014,376.663275497435,6.62867810608374e-84,1.02346789957933e-81
"ENSG00000010319",-3.33807287080379,6.39787159838888,374.778948004599,1.70485233983923e-83,2.60622971555621e-81
"ENSG00000161800",1.84189268586304,5.12941853320125,373.834138183512,2.73775663599605e-83,4.14421200586068e-81
"ENSG00000123119",-3.1066429927647,2.12284339385391,372.903335774247,4.36570613026025e-83,6.54432064574935e-81
"ENSG00000154258",-4.05266016168643,4.67784323392034,372.746368316731,4.72313640970127e-83,7.01204097747957e-81
"ENSG00000187800",-2.26009052987196,4.27507693017925,372.447363881355,5.48696022268539e-83,8.0684443655488e-81
"ENSG00000214140",-2.38417900774083,0.436994783071176,372.085573850833,6.57814490695979e-83,9.58175069466596e-81
"ENSG00000182175",-2.63166060776971,4.8289651498393,371.716407969911,7.91555179443404e-83,1.14220672622487e-80
"ENSG00000102010",-3.33494346806782,2.23652624577572,371.245234722228,1.00246478263736e-82,1.43315335591859e-80
"ENSG00000130176",-3.71032351499254,7.01430429329004,370.653214022399,1.34886815270902e-82,1.91069030071809e-80
"ENSG00000137727",-3.17384352075931,3.53926001567601,369.873701162237,1.99385370537382e-82,2.7986455646338e-80
"ENSG00000116678",-3.36207426204033,5.5609967112099,369.779133425321,2.09066112111833e-82,2.90809078469072e-80
"ENSG00000144668",-1.96585690256978,5.00947754583624,369.155911300848,2.85745196149668e-82,3.93920163263472e-80
"ENSG00000277494",-4.31174525392845,4.2752530541219,368.987596795666,3.10904113711079e-82,4.24810576610536e-80
"ENSG00000168309",-3.96336574812269,5.10149415995343,368.160219650315,4.7073227565065e-82,6.37553187372459e-80
"ENSG00000108344",3.04020892086152,8.75401024237987,367.502040155684,6.54760250904788e-82,8.79086806432167e-80
"ENSG00000124440",-4.99325893711397,2.8389815478889,366.184953574235,1.26724171204047e-81,1.68674241671594e-79
"ENSG00000146006",-3.09295282129115,0.791809152371342,366.135224516008,1.2992338279035e-81,1.71454447032735e-79
"ENSG00000134057",2.24270899302072,5.1756796433019,365.921725963046,1.44601872599039e-81,1.89207873977047e-79
"ENSG00000145335",-2.43768771665369,1.95192572871962,365.612598446694,1.68842835126204e-81,2.19070031457865e-79
"ENSG00000123243",-4.17064995390129,7.18058863083,364.778821486236,2.56464992447751e-81,3.2998495694944e-79
"ENSG00000151914",-2.8152898177632,9.43976404381166,363.905358509445,3.97389082067757e-81,5.07081605547617e-79
"ENSG00000139597",-2.15682643049575,4.55383814552338,363.417403338804,5.07532472467253e-81,6.42319784827409e-79
"ENSG00000146410",2.74150032889481,1.73205819530436,363.248448912153,5.52398193424668e-81,6.93416919225763e-79
"ENSG00000065911",1.62183898992068,6.12043909205649,362.455744573985,8.2197312961917e-81,1.0234891226871e-78
"ENSG00000162367",-2.29465428674925,2.64437615846803,362.424621176366,8.34900124642025e-81,1.03126863395783e-78
"ENSG00000237248",-2.25750128131662,0.75695665419498,361.381120140501,1.40880407910674e-80,1.72408319973176e-78
"ENSG00000065534",-2.71348750784248,8.48572561714301,361.367966927509,1.41812542983117e-80,1.72408319973176e-78
"ENSG00000213366",-3.04113184885019,3.59945830186169,361.348883757345,1.43175895282881e-80,1.72705923684975e-78
"ENSG00000261468",-2.60051770448243,0.917338974477205,360.127775833144,2.64095592631449e-80,3.16095810095315e-78
"ENSG00000145936",-3.23078359832576,4.77117148458405,359.277192780179,4.0455128554168e-80,4.80482449904888e-78
"ENSG00000183155",1.3312296126293,4.46172741705945,358.880181340857,4.93653580991531e-80,5.81832922939637e-78
"ENSG00000156298",-2.95345814556859,4.55918528032179,358.530237725998,5.88331715148865e-80,6.88169824386248e-78
"ENSG00000153551",-2.1542058593542,5.17731513269917,356.564978446727,1.57601322668259e-79,1.82959730977287e-77
"ENSG00000100034",-1.25710795886301,5.67741871322167,356.303233633037,1.79703112877564e-79,2.06437804144912e-77
"ENSG00000172403",-2.79264678254553,7.11398968264389,356.294415842278,1.80499375385771e-79,2.06437804144912e-77
"ENSG00000243836",-2.86690203777079,1.21909331321631,354.709673346165,3.99540478116925e-79,4.53595954568038e-77
"ENSG00000068489",2.88300940204191,4.42984403284014,353.350731247834,7.89732821193222e-79,8.90034653957909e-77
"ENSG00000100146",-6.24410437405759,6.18112316309106,352.972872085369,9.54470032855047e-79,1.0678998048755e-76
"ENSG00000164035",-2.19014988748117,5.32221769424136,352.919640520154,9.8028860042832e-79,1.08889611443261e-76
"ENSG00000170153",-3.28403895082276,5.20838919762027,351.574815389095,1.92399266866439e-78,2.1218890574413e-76
"ENSG00000198885",-2.83679268563663,3.00952893733389,351.334880036063,2.16996198465987e-78,2.37618532220911e-76
"ENSG00000231246",-4.32440072697399,2.88157121103836,350.922258244917,2.66873561952328e-78,2.90178013841123e-76
"ENSG00000241158",-3.79903012343146,1.39294396896566,350.615957531174,3.11176262072197e-78,3.35983320726903e-76
"ENSG00000205364",-3.33706807343372,2.39056211133326,350.405059980993,3.45885375882197e-78,3.70865986362578e-76
"ENSG00000127743",-4.3465363122161,1.56508397284468,349.511048497422,5.41521783525866e-78,5.76627333630301e-76
"ENSG00000104332",-4.88980127372758,9.39578998625562,349.157982668558,6.46400122178234e-78,6.83590266193968e-76
"ENSG00000149575",-4.21815697278935,2.21312267533347,348.816232050078,7.67225584580958e-78,8.05847824893197e-76
"ENSG00000162444",-3.206223150748,4.76808199801582,348.565995852278,8.69793444092259e-78,9.07406133566519e-76
"ENSG00000166960",-3.72042469912918,0.664897037900586,346.992718243943,1.91436956167288e-77,1.98374939813619e-75
"ENSG00000115233",1.08224912617698,6.0404271814508,346.816199756302,2.09153987085805e-77,2.15289170706989e-75
"ENSG00000101955",-2.59106940655151,5.73258257203622,346.613803699162,2.31495169303584e-77,2.36707643314393e-75
"ENSG00000231367",-4.36778683363121,3.28668000932863,346.370106686558,2.61584449713223e-77,2.65714730498169e-75
"ENSG00000144031",-2.94021992834685,1.30161897352311,345.096012429859,4.95534211272682e-77,5.00068511245112e-75
"ENSG00000121005",-3.79363213871559,5.47080375296298,343.776771202553,9.60218748624251e-77,9.62712823296002e-75
"ENSG00000163378",-1.50750634092342,5.33024191691527,343.139344944363,1.32186233090024e-76,1.31674544445805e-74
"ENSG00000141338",-4.55973802979804,5.65480794177252,343.078050093161,1.36312224130211e-76,1.34914150036568e-74
"ENSG00000279118",-2.45846492554355,2.40369865683358,343.037639730095,1.39102595851999e-76,1.36798985984387e-74
"ENSG00000136960",-2.9954343861396,6.80668543369341,341.976783326485,2.36791430256319e-76,2.31396182478327e-74
"ENSG00000147113",-2.06989203188657,5.66022414934968,340.46093408631,5.06392839564293e-76,4.91742480683817e-74
"ENSG00000228639",-6.36607427185014,2.29551823326127,339.195575229482,9.55125861922108e-76,9.21696456754834e-74
"ENSG00000092421",-2.561020168912,5.05266166929446,339.107775532332,9.98118154735885e-76,9.57201509883358e-74
"ENSG00000167779",-3.62239846928226,5.65516695808293,338.709271924167,1.2189047244483e-75,1.16172153984455e-73
"ENSG00000169418",-3.58869070088368,5.77656610471328,338.557560997569,1.31525538086499e-75,1.24586153868438e-73
"ENSG00000173040",-1.72521745786639,2.93685405733916,337.897629518757,1.83119082685223e-75,1.72399916869502e-73
"ENSG00000154529",-4.01407003824937,1.40842607638376,337.862458900224,1.86377412612064e-75,1.74404075801834e-73
"ENSG00000154920",2.88013466296107,1.76480179550885,337.603574689127,2.12214351169806e-75,1.97384914582036e-73
"ENSG00000130988",-3.3982182928434,2.20908810779178,336.663435911883,3.40036309503932e-75,3.13412290038458e-73
"ENSG00000197776",-1.91965976196033,2.23645752870309,336.657683934088,3.41018553927855e-75,3.13412290038458e-73
"ENSG00000225670",-3.86152892640484,1.12497544739171,336.113025239817,4.48124486562848e-75,4.09410773522508e-73
"ENSG00000111077",-1.98435006820542,7.13742844800959,335.774101147105,5.31144753047914e-75,4.82404411003517e-73
"ENSG00000134121",-3.48899881075784,5.17096612038962,335.468429798915,6.19134769371273e-75,5.59031628017103e-73
"ENSG00000150048",-1.88982880466362,2.4634420925659,334.923109281124,8.13862865884767e-75,7.30583874957023e-73
"ENSG00000116711",-2.50544364169102,3.49225123102832,333.568096885343,1.6056968295446e-74,1.43306121665714e-72
"ENSG00000133800",-5.04349271453418,5.48538668067856,333.046179593326,2.08609683871415e-74,1.85111121780153e-72
"ENSG00000108001",-2.89475982351275,3.55744423098641,332.987272325356,2.1486426865206e-74,1.88535407970604e-72
"ENSG00000137225",-3.59832765585696,2.53964077532458,332.986840280729,2.14910827738512e-74,1.88535407970604e-72
"ENSG00000029993",2.2861602630374,6.02364387529779,332.75700001031,2.41166246962127e-74,2.10373268536454e-72
"ENSG00000135046",-2.2822715295038,8.77299320701978,331.92637940873,3.65782559625354e-74,3.17285546101992e-72
"ENSG00000179918",1.38284995387722,6.98990795859071,331.202538430311,5.25865046332337e-74,4.53595324881077e-72
"ENSG00000053747",-3.52376714588737,6.90765699224716,330.891189114905,6.14732197805123e-74,5.27303618561728e-72
"ENSG00000286214",-4.56670656682314,4.26216584887465,330.251456461203,8.47266172464199e-74,7.22750812312001e-72
"ENSG00000206053",1.24228696241447,7.47420394256454,329.687823642928,1.12403512010503e-73,9.53577046946243e-72
"ENSG00000108381",-3.86287824316284,2.66726069180007,329.076627028495,1.52721458962672e-73,1.28853515102932e-71
"ENSG00000154493",-5.18608516374186,1.4639071840732,328.418052223894,2.12490817344983e-73,1.78307511946007e-71
"ENSG00000090006",-2.34398603693441,6.82800559753086,328.29746334871,2.25738158068985e-73,1.88399846518115e-71
"ENSG00000198795",-1.85163958186525,5.2217830687962,327.828516163871,2.85590725585699e-73,2.37071010916301e-71
"ENSG00000012822",-1.39821284456794,6.78755375135424,326.761996161631,4.87572620797904e-73,4.02573329685542e-71
"ENSG00000105996",-3.10402276814025,0.827332527109166,326.581729322395,5.33706955038571e-73,4.38321031159337e-71
"ENSG00000136161",-1.30055970225486,4.50614477036563,325.502615744037,9.16945992567801e-73,7.49081805568617e-71
"ENSG00000065618",-4.58068730836528,7.62552225548643,325.449002385985,9.41935797543763e-73,7.65446774425037e-71
"ENSG00000168477",-4.40093801845631,7.04339135545739,325.393088426938,9.68723752802807e-73,7.8309396561651e-71
"ENSG00000169515",-2.78436852689424,5.3519602773169,325.135775658035,1.10216203849807e-72,8.86321972625531e-71
"ENSG00000169241",1.8291766497802,6.21533317919368,324.996993306123,1.18160902522345e-72,9.45287220178764e-71
"ENSG00000167641",-3.10158784950498,3.5507422939991,324.815098478707,1.29447178774089e-72,1.03023940220203e-70
"ENSG00000111404",-4.52493366788228,2.59588423537098,324.016954975967,1.93169360196757e-72,1.52950508791689e-70
"ENSG00000154736",-2.97471920444628,6.06020500476279,323.825091145408,2.12681042581915e-72,1.67540576401264e-70
"ENSG00000129467",-2.13883045695257,4.44765042256138,323.378744624424,2.66041498783253e-72,2.08511712751951e-70
"ENSG00000177363",-3.67269964456553,3.45510811193215,323.087050063854,3.07953270392227e-72,2.4014133812404e-70
"ENSG00000135424",-4.07120872827568,6.22231039100276,322.770315963757,3.6097276761274e-72,2.80071333263352e-70
"ENSG00000179094",-2.71514274631559,6.74164625944515,322.399583751061,4.34736345280752e-72,3.35616458556741e-70
"ENSG00000165349",-5.87975332060299,1.60285393315862,322.153409985559,4.91865951219331e-72,3.77831357553556e-70
"ENSG00000164619",-3.72712298050987,2.06014189496125,322.018124810499,5.26397978592421e-72,4.0235568264688e-70
"ENSG00000130304",-1.33257423816167,5.52576782777832,321.694789445915,6.19073772613135e-72,4.70862022125459e-70
"ENSG00000077157",-2.23462831816584,7.05482025205393,319.492503619518,1.86829395828239e-71,1.41404209391569e-69
"ENSG00000122863",-1.88777608819808,5.63471608297819,318.748064689205,2.71394786785875e-71,2.04406610145069e-69
"ENSG00000087586",2.74820163329887,4.32150583153035,317.224159092093,5.82837656283728e-71,4.36845311311687e-69
"ENSG00000170919",-2.33184475054851,4.36883336327925,315.722264945412,1.2379522224218e-70,9.23380788125244e-69
"ENSG00000166292",-4.46555249197418,3.55903161529106,315.65467715866,1.28063859374554e-70,9.50627879203423e-69
"ENSG00000164099",-3.61581044262246,1.21278873036121,315.394102084501,1.45944574796236e-70,1.07817427504971e-68
"ENSG00000130307",-2.17559406814794,2.35509509918174,314.808664877504,1.9575594215672e-70,1.43927226042845e-68
"ENSG00000011523",-1.44967217116805,5.73582667832666,314.690224049038,2.0773766930791e-70,1.52012777920101e-68
"ENSG00000180139",-3.75238604643809,3.10243826843054,314.543934204042,2.23553785189922e-70,1.62814643553415e-68
"ENSG00000184785",-1.87501497416106,2.64653536234206,314.011139549424,2.92040269418434e-70,2.11694918301437e-68
"ENSG00000168824",-3.74022091558494,3.30762672650881,312.668057360671,5.72814830447514e-70,4.13283223463066e-68
"ENSG00000159899",-1.92864724069102,3.9217889626547,311.428619398707,1.06662520787112e-69,7.65985730675817e-68
"ENSG00000135063",-3.91112993438006,5.41130358015183,311.324903947426,1.12358320517483e-69,8.03153920736079e-68
"ENSG00000164087",1.85942046126049,3.21028122296601,310.955215980227,1.35250331093619e-69,9.62334153034784e-68
"ENSG00000101605",-3.5991765995497,3.86555383529312,310.804750932916,1.45853159041755e-69,1.03301503468106e-67
"ENSG00000267272",-2.65720827433468,1.39092776868764,310.749705633884,1.49936370112679e-69,1.05708564134236e-67
"ENSG00000258545",-4.6196594544231,2.17076194326177,310.694928401213,1.54113170783279e-69,1.08159425313356e-67
"ENSG00000178662",-3.56214453545613,3.48183371012768,310.569919139223,1.64086180543229e-69,1.14637584958709e-67
"ENSG00000138131",-3.26125425840504,4.3543036851491,310.284709679844,1.89322702472381e-69,1.31673086764575e-67
"ENSG00000173269",-1.98986556984329,6.33171879965282,309.961788136615,2.22612163613324e-69,1.54131471129584e-67
"ENSG00000189056",-3.92704388040755,3.97766885881892,309.886847751282,2.31139495892964e-69,1.59321152526222e-67
"ENSG00000165801",-1.54656405937268,6.22805373270115,309.398753912611,2.95258567346149e-69,2.02612990214424e-67
"ENSG00000137070",-1.85105003919194,3.89534481761652,309.289927837217,3.11824112948103e-69,2.13033818757465e-67
"ENSG00000140092",-2.00558555372307,6.83246131815814,309.270715828729,3.14843646122007e-69,2.1414915841955e-67
"ENSG00000127920",-2.14969926518614,5.98054434191924,309.142790672008,3.3570885313339e-69,2.27339679490331e-67
"ENSG00000078549",-3.26528876877225,3.19600953936726,309.066997972914,3.48717606734622e-69,2.35117897291815e-67
"ENSG00000158186",-2.20846094776097,6.47642344833842,308.953102057744,3.6922031303188e-69,2.4785920144401e-67
"ENSG00000177990",-2.45978484337894,1.73663977823472,308.780537617578,4.02603944556705e-69,2.69099779392014e-67
"ENSG00000122952",2.35060644541672,5.02036590687903,308.430352420199,4.79915313438279e-69,3.1939191549513e-67
"ENSG00000108924",-3.40339633392927,5.19191830162062,308.033929354289,5.85496464064812e-69,3.87985639706468e-67
"ENSG00000161395",2.95881862319463,7.49491558556054,307.932595754308,6.16026759909404e-69,4.06472357820564e-67
"ENSG00000103710",-1.74295098426528,3.94278380721576,307.314580783142,8.39911023277891e-69,5.51839412740879e-67
"ENSG00000046653",-2.63243297143912,5.32244840306554,307.22118258436,8.80197284378167e-69,5.75857884355885e-67
"ENSG00000164318",-1.90196569732407,4.52381646025983,307.195698661573,8.91521221606594e-69,5.80805386565646e-67
"ENSG00000174282",-1.22856831948053,7.25672312215046,306.945561659091,1.01070403122419e-68,6.55683623617708e-67
"ENSG00000102144",1.37493904332911,8.85566544633009,306.36085426758,1.35519871253661e-68,8.75492390023654e-67
"ENSG00000150938",-2.18254605400361,7.86053573203805,305.957640943988,1.65899007106224e-68,1.06728361238337e-66
"ENSG00000163017",-3.99086433403823,7.31936023382025,305.375685303024,2.22138897089959e-68,1.42316372243525e-66
"ENSG00000077152",2.66008520239893,3.98009470002966,305.04496259668,2.62224892334883e-68,1.67303815605396e-66
"ENSG00000129244",-2.05825735498403,2.27179528323616,304.997470929512,2.68546929951098e-68,1.7063228800185e-66
"ENSG00000071539",2.14448143886193,3.76427033615127,304.737412306715,3.05967459117634e-68,1.9361219544165e-66
"ENSG00000116161",0.965919789618712,6.20016595431292,304.326912531025,3.75928238591649e-68,2.36911510361431e-66
"ENSG00000086570",-4.13539661013907,5.36447108101723,304.309869201132,3.79156010162092e-68,2.37974341337508e-66
"ENSG00000164330",-2.94111686923368,5.5437230736767,303.636062583252,5.31632373924471e-68,3.32324042647524e-66
"ENSG00000137960",-2.87618227090553,2.73681981354616,303.346521867161,6.14738212005981e-68,3.82724112635982e-66
"ENSG00000244513",-1.68422100169519,0.596445893279765,303.303730812585,6.28076586429204e-68,3.89457931504695e-66
