Gene,Essential CEG,Essential OEG
ENSG00000117133,NA,Non-essential
ENSG00000127445,NA,Non-essential
ENSG00000228716,Essential,Non-essential
ENSG00000105849,Essential,NA
ENSG00000163660,Non-essential,Essential
ENSG00000149187,NA,Essential
ENSG00000196367,Essential,Essential
ENSG00000187735,NA,Non-essential
ENSG00000241945,Essential,NA
ENSG00000134644,NA,Essential
ENSG00000122034,Essential,Non-essential
ENSG00000124092,Non-essential,Non-essential
ENSG00000095564,NA,Essential
ENSG00000149480,NA,Essential
ENSG00000103342,Essential,Non-essential
ENSG00000173145,NA,Non-essential
ENSG00000167721,Essential,Non-essential
ENSG00000093009,Essential,Non-essential
ENSG00000147677,NA,Non-essential
ENSG00000121058,Non-essential,Non-essential
ENSG00000155363,Non-essential,Essential
ENSG00000134058,Essential,Non-essential
ENSG00000108349,NA,Essential
ENSG00000166197,NA,Non-essential
ENSG00000108953,NA,Non-essential
ENSG00000114867,Essential,Essential
ENSG00000067704,Essential,NA
ENSG00000122779,Non-essential,Essential
ENSG00000163510,NA,Non-essential
ENSG00000102910,Non-essential,NA
ENSG00000213551,NA,Non-essential
ENSG00000165496,Non-essential,Non-essential
ENSG00000163877,Essential,NA
ENSG00000171316,NA,Essential
ENSG00000175216,Essential,Essential
ENSG00000111361,Essential,Non-essential
ENSG00000107341,Non-essential,NA
ENSG00000013503,Essential,NA
ENSG00000039123,NA,Non-essential
ENSG00000100650,Non-essential,NA
ENSG00000136942,Essential,Non-essential
ENSG00000080503,Non-essential,Essential
ENSG00000262814,Essential,Non-essential
ENSG00000197785,Non-essential,NA
ENSG00000132604,Essential,Non-essential
ENSG00000167986,Essential,Essential
ENSG00000141867,NA,Essential
ENSG00000188846,Essential,NA
ENSG00000127586,NA,Non-essential
ENSG00000144029,Essential,NA
ENSG00000064419,Essential,NA
ENSG00000130939,NA,Essential
ENSG00000254093,NA,Non-essential
ENSG00000171863,Essential,NA
ENSG00000157456,Non-essential,Non-essential
ENSG00000111445,Essential,NA
ENSG00000198901,NA,Non-essential
ENSG00000010244,NA,Non-essential
ENSG00000143379,NA,Essential
ENSG00000074201,NA,Non-essential
ENSG00000122965,Essential,Non-essential
ENSG00000182944,NA,Essential
ENSG00000135900,NA,Non-essential
ENSG00000171453,Essential,Non-essential
ENSG00000101444,Essential,NA
ENSG00000146247,Non-essential,Essential
ENSG00000101126,Non-essential,Essential
ENSG00000157106,Essential,Essential
ENSG00000162385,Essential,NA
ENSG00000131051,Essential,NA
ENSG00000148229,NA,Non-essential
ENSG00000120438,Essential,NA
ENSG00000111641,Essential,Non-essential
ENSG00000253729,NA,Non-essential
ENSG00000133627,Non-essential,Essential
ENSG00000104129,NA,Non-essential
ENSG00000125868,Non-essential,NA
ENSG00000115875,Essential,NA
ENSG00000145736,NA,Non-essential
ENSG00000102030,Essential,Non-essential
ENSG00000107625,Non-essential,NA
ENSG00000117245,Non-essential,Non-essential
ENSG00000176444,Non-essential,Non-essential
ENSG00000162408,Essential,NA
ENSG00000036257,NA,Non-essential
ENSG00000110844,Non-essential,Non-essential
ENSG00000099995,Essential,Essential
ENSG00000077935,Non-essential,Non-essential
ENSG00000136807,Essential,NA
ENSG00000107833,Non-essential,NA
ENSG00000105173,NA,Non-essential
ENSG00000106344,NA,Non-essential
ENSG00000101452,NA,Non-essential
ENSG00000143742,NA,Non-essential
ENSG00000090889,NA,Essential
ENSG00000130332,NA,Non-essential
ENSG00000164104,Non-essential,Essential
ENSG00000105821,NA,Non-essential
ENSG00000062650,NA,Non-essential
ENSG00000176248,Essential,Essential
ENSG00000111364,NA,Non-essential
ENSG00000173846,Non-essential,NA
ENSG00000128739,Non-essential,NA
ENSG00000105568,Essential,Non-essential
ENSG00000205531,Non-essential,NA
ENSG00000187555,NA,Essential
ENSG00000140988,Essential,NA
ENSG00000188219,NA,Non-essential
ENSG00000119335,Non-essential,NA
ENSG00000133316,Essential,Non-essential
ENSG00000055483,NA,Non-essential
ENSG00000125450,Essential,Essential
ENSG00000100462,Essential,Essential
ENSG00000107371,NA,Non-essential
ENSG00000119392,Essential,Non-essential
ENSG00000122565,Non-essential,Non-essential
ENSG00000197756,Essential,Non-essential
ENSG00000135069,Non-essential,Non-essential
ENSG00000185658,Non-essential,Essential
ENSG00000107862,NA,Essential
ENSG00000198176,Non-essential,Essential
ENSG00000020426,Essential,Non-essential
ENSG00000108010,NA,Non-essential
ENSG00000275714,NA,Non-essential
ENSG00000163104,Non-essential,Essential
ENSG00000121390,Non-essential,NA
ENSG00000104884,Essential,NA
ENSG00000141551,Non-essential,Essential
ENSG00000100347,Essential,Non-essential
ENSG00000075151,Non-essential,NA
ENSG00000082258,Non-essential,NA
ENSG00000075856,Essential,NA
ENSG00000213024,NA,Essential
ENSG00000102144,Essential,Essential
ENSG00000135930,NA,Non-essential
ENSG00000138385,NA,Non-essential
ENSG00000135336,Essential,Non-essential
ENSG00000274290,NA,Non-essential
ENSG00000121274,NA,Non-essential
ENSG00000111845,Essential,Non-essential
ENSG00000120837,NA,Non-essential
ENSG00000163882,Essential,Essential
ENSG00000091651,Essential,Non-essential
ENSG00000134698,Non-essential,Non-essential
ENSG00000138395,Non-essential,Non-essential
ENSG00000166266,NA,Essential
ENSG00000149273,Essential,NA
ENSG00000051596,NA,Non-essential
ENSG00000171634,NA,Essential
ENSG00000105401,Essential,Non-essential
ENSG00000100941,Essential,Non-essential
ENSG00000130699,NA,Non-essential
ENSG00000051180,Essential,Essential
ENSG00000163635,Non-essential,Non-essential
ENSG00000163939,Non-essential,Essential
ENSG00000177302,NA,Non-essential
ENSG00000198887,NA,Non-essential
ENSG00000108468,Non-essential,Essential
ENSG00000196365,NA,Essential
ENSG00000096384,NA,Essential
ENSG00000102054,Non-essential,Essential
ENSG00000156697,NA,Essential
ENSG00000110713,Essential,Essential
ENSG00000198900,Essential,NA
ENSG00000113558,NA,Non-essential
ENSG00000100220,NA,Non-essential
ENSG00000128951,NA,Non-essential
ENSG00000136937,Essential,Essential
ENSG00000124535,Non-essential,Non-essential
ENSG00000085224,NA,Essential
ENSG00000116120,Essential,Non-essential
ENSG00000134001,Essential,Essential
ENSG00000161800,Essential,Non-essential
ENSG00000146731,Essential,NA
ENSG00000106588,Essential,Essential
ENSG00000132341,Essential,NA
ENSG00000080839,Non-essential,Essential
ENSG00000129460,Essential,Non-essential
ENSG00000198952,Essential,NA
ENSG00000082516,Essential,Non-essential
ENSG00000104897,Essential,Non-essential
ENSG00000144161,NA,Non-essential
ENSG00000140948,NA,Essential
ENSG00000169375,NA,Essential
ENSG00000099622,Non-essential,Non-essential
ENSG00000126524,NA,Non-essential
ENSG00000132475,Non-essential,Non-essential
ENSG00000108175,NA,Essential
ENSG00000159131,Essential,Non-essential
ENSG00000150457,Non-essential,Non-essential
ENSG00000174243,Essential,Essential
ENSG00000133265,Non-essential,Non-essential
ENSG00000160917,NA,Non-essential
ENSG00000132141,Non-essential,Non-essential
ENSG00000162521,Essential,NA
ENSG00000125743,Essential,Essential
ENSG00000143179,Non-essential,Essential
ENSG00000013275,Essential,Essential
ENSG00000071626,Non-essential,Essential
ENSG00000179115,Essential,Non-essential
ENSG00000129933,Essential,Essential
ENSG00000183520,NA,Non-essential
ENSG00000243678,Non-essential,Non-essential
ENSG00000136045,Essential,Non-essential
ENSG00000115241,NA,Essential
ENSG00000095319,Essential,Essential
ENSG00000137054,Essential,Non-essential
ENSG00000129810,NA,Non-essential
ENSG00000154710,NA,Non-essential
ENSG00000134452,Non-essential,Non-essential
ENSG00000100697,NA,Essential
ENSG00000276234,NA,Non-essential
ENSG00000102387,Non-essential,Non-essential
ENSG00000111642,Essential,Essential
ENSG00000178209,NA,Essential
ENSG00000140105,Essential,Non-essential
ENSG00000070756,Essential,NA
ENSG00000120802,Non-essential,Non-essential
ENSG00000169288,NA,Non-essential
ENSG00000156261,Essential,Essential
ENSG00000166508,Essential,NA
ENSG00000065328,NA,Non-essential
ENSG00000165916,Essential,Essential
ENSG00000083168,NA,Essential
ENSG00000088205,Essential,Non-essential
ENSG00000186468,Essential,NA
ENSG00000171490,NA,Non-essential
ENSG00000185115,NA,Non-essential
ENSG00000173692,Essential,Essential
ENSG00000153767,Essential,Non-essential
ENSG00000130204,Essential,NA
ENSG00000104835,Essential,NA
ENSG00000100764,Essential,NA
ENSG00000123562,Non-essential,NA
ENSG00000116251,NA,Non-essential
ENSG00000169371,NA,Non-essential
ENSG00000204574,NA,Non-essential
ENSG00000100749,NA,Non-essential
ENSG00000174720,Non-essential,Non-essential
ENSG00000182552,Non-essential,Non-essential
ENSG00000214753,Non-essential,Essential
ENSG00000138663,Essential,Essential
ENSG00000095139,Essential,Essential
ENSG00000129084,Essential,Non-essential
ENSG00000159593,NA,Non-essential
ENSG00000094804,Essential,Non-essential
ENSG00000136950,Non-essential,NA
ENSG00000108094,NA,Essential
ENSG00000198755,Essential,Non-essential
ENSG00000114503,Essential,Non-essential
ENSG00000106462,NA,Essential
ENSG00000143106,Essential,NA
ENSG00000102384,Essential,NA
ENSG00000198604,Non-essential,Essential
ENSG00000163161,Essential,NA
ENSG00000136824,Essential,Essential
ENSG00000115942,NA,Non-essential
ENSG00000120699,Essential,Non-essential
ENSG00000196604,Non-essential,Non-essential
ENSG00000124795,Non-essential,Non-essential
ENSG00000138468,Non-essential,Non-essential
ENSG00000175063,Non-essential,Non-essential
ENSG00000054118,NA,Essential
ENSG00000010292,Essential,NA
ENSG00000239900,Essential,Essential
ENSG00000010256,Essential,Non-essential
ENSG00000110107,Essential,Essential
ENSG00000032742,Non-essential,Non-essential
ENSG00000133119,Essential,NA
ENSG00000180596,Non-essential,Non-essential
ENSG00000182872,NA,Non-essential
ENSG00000173894,Non-essential,Essential
ENSG00000066136,NA,Non-essential
ENSG00000136718,Essential,Non-essential
ENSG00000094880,Essential,Essential
ENSG00000158373,Non-essential,Non-essential
ENSG00000134684,Essential,Non-essential
ENSG00000174405,Non-essential,NA
ENSG00000178896,Essential,Non-essential
ENSG00000145632,NA,Essential
ENSG00000100316,Essential,Essential
ENSG00000141027,Non-essential,Essential
ENSG00000042429,Essential,NA
ENSG00000168148,Non-essential,Non-essential
ENSG00000125445,NA,Non-essential
ENSG00000166337,NA,Non-essential
ENSG00000114767,Essential,Non-essential
ENSG00000100883,Essential,Essential
ENSG00000136231,Non-essential,Essential
ENSG00000204394,Essential,Non-essential
ENSG00000172315,Essential,Non-essential
ENSG00000065526,NA,Essential
ENSG00000070770,Non-essential,NA
ENSG00000261456,NA,Non-essential
ENSG00000158290,Non-essential,NA
ENSG00000166441,Essential,NA
ENSG00000125970,Non-essential,Non-essential
ENSG00000163714,NA,Essential
ENSG00000125686,NA,Essential
ENSG00000087191,Essential,Essential
ENSG00000166478,NA,Non-essential
ENSG00000099954,NA,Non-essential
ENSG00000277258,NA,Non-essential
ENSG00000164754,Essential,NA
ENSG00000187522,Essential,NA
ENSG00000115211,Essential,Essential
ENSG00000169925,Non-essential,Essential
ENSG00000164022,Non-essential,Non-essential
ENSG00000108298,Essential,NA
ENSG00000112159,Essential,Essential
ENSG00000198563,NA,Non-essential
ENSG00000147274,Essential,Essential
ENSG00000115350,NA,Non-essential
ENSG00000116161,Non-essential,NA
ENSG00000113575,Essential,NA
ENSG00000047410,NA,Essential
ENSG00000080608,NA,Non-essential
ENSG00000185379,NA,Non-essential
ENSG00000118007,NA,Essential
ENSG00000115685,NA,Non-essential
ENSG00000007392,Non-essential,NA
ENSG00000119953,Essential,NA
ENSG00000171608,NA,Essential
ENSG00000152670,Non-essential,Non-essential
ENSG00000161956,NA,Non-essential
ENSG00000106290,Essential,NA
ENSG00000164032,NA,Non-essential
ENSG00000197780,NA,Non-essential
ENSG00000103423,Essential,NA
ENSG00000115073,Non-essential,Non-essential
ENSG00000168028,Essential,Non-essential
ENSG00000005339,NA,Essential
ENSG00000065183,Essential,Non-essential
ENSG00000116918,Non-essential,Essential
ENSG00000153207,Essential,Essential
ENSG00000100227,Non-essential,NA
ENSG00000197111,NA,Essential
ENSG00000004897,NA,Non-essential
ENSG00000134440,Essential,Non-essential
ENSG00000100836,Essential,Non-essential
ENSG00000156802,Non-essential,Essential
ENSG00000092208,NA,Non-essential
ENSG00000088986,Non-essential,NA
ENSG00000048544,NA,Non-essential
ENSG00000156345,Non-essential,NA
ENSG00000074071,NA,Non-essential
ENSG00000126215,NA,Non-essential
ENSG00000126749,NA,Non-essential
ENSG00000104980,Essential,Non-essential
ENSG00000170759,Non-essential,NA
ENSG00000119705,NA,Non-essential
ENSG00000120253,NA,Non-essential
ENSG00000177971,Essential,Non-essential
ENSG00000164938,Non-essential,Non-essential
ENSG00000156650,Non-essential,Essential
ENSG00000086758,NA,Essential
ENSG00000102172,Non-essential,Essential
ENSG00000126803,NA,Non-essential
ENSG00000165119,Essential,NA
ENSG00000121621,NA,Non-essential
ENSG00000089234,Non-essential,NA
ENSG00000143947,Essential,Non-essential
ENSG00000077721,Non-essential,NA
ENSG00000171858,Essential,Non-essential
ENSG00000131469,Essential,NA
ENSG00000197299,NA,Non-essential
