"ID","uniprot_id","max_hit","num_hits"
"A0A075B6S4-F1","A0A075B6S4",0.3942,0
"A0A075B6S5-F1","A0A075B6S5",0.764990476190476,3
"A0A075B6S6-F1","A0A075B6S6",0.2324,0
"A0A075B6S9-F1","A0A075B6S9",0.540319047619048,0
"A0A075B6T6-F1","A0A075B6T6",0.73927619047619,2
"A0A075B6T7-F1","A0A075B6T7",0.918514285714286,1
"A0A075B6T8-F1","A0A075B6T8",0.276290476190476,0
"A0A075B6U4-F1","A0A075B6U4",0.856109090909091,1
"A0A075B6U6-F1","A0A075B6U6",0.756185714285714,1
"A0A075B6V5-F1","A0A075B6V5",0.2707,0
"A0A075B6W5-F1","A0A075B6W5",0.455545454545455,0
"A0A075B6X5-F1","A0A075B6X5",0.331409090909091,0
"A0A075B734-F1","A0A075B734",0.491085714285714,0
"A0A075B759-F1","A0A075B759",0.238485714285714,0
"A0A075B767-F1","A0A075B767",0.6429,0
"A0A075B7B6-F1","A0A075B7B6",0.4583,0
"A0A075B7B8-F1","A0A075B7B8",0.74536875,3
"A0A075B7D0-F1","A0A075B7D0",0.394023809523809,0
"A0A075B7D4-F1","A0A075B7D4",0.426352380952381,0
"A0A075B7D8-F1","A0A075B7D8",0.949345454545454,1
"A0A075B7E8-F1","A0A075B7E8",0.226357142857143,0
"A0A075B7F0-F1","A0A075B7F0",0.366227272727273,0
"A0A075B7F1-F1","A0A075B7F1",0.704680952380952,1
"A0A087WSX0-F1","A0A087WSX0",0.366994117647059,0
"A0A087WSY4-F1","A0A087WSY4",0.377995238095238,0
"A0A087WSY6-F1","A0A087WSY6",0.19887619047619,0
"A0A087WSZ0-F1","A0A087WSZ0",0.516623809523809,0
"A0A087WSZ9-F1","A0A087WSZ9",0.506080952380952,0
"A0A087WT01-F1","A0A087WT01",0.515127272727273,0
"A0A087WT02-F1","A0A087WT02",0.175666666666667,0
"A0A087WT03-F1","A0A087WT03",0.802755555555556,1
"A0A087WTH1-F1","A0A087WTH1",0.500281818181818,0
"A0A087WTH5-F1","A0A087WTH5",0.776091666666667,1
"A0A087WUM9-F1","A0A087WUM9",0.945552380952381,1
"A0A087WUV0-F1","A0A087WUV0",0.859135294117647,1
"A0A087WV53-F1","A0A087WV53",0.692590476190476,0
"A0A087WV62-F1","A0A087WV62",0.65618,0
"A0A087WVF3-F1","A0A087WVF3",0.271804761904762,0
"A0A087WW49-F1","A0A087WW49",0.727066666666667,2
"A0A087WW87-F1","A0A087WW87",0.731890476190476,4
"A0A087WWA1-F1","A0A087WWA1",0.848604761904762,1
"A0A087WX78-F1","A0A087WX78",0.455171428571429,0
"A0A087WXM9-F1","A0A087WXM9",0.686528571428571,0
"A0A087WXS9-F1","A0A087WXS9",0.30832380952381,0
"A0A087WYE8-F1","A0A087WYE8",0.4924,0
"A0A087WZ39-F1","A0A087WZ39",0.925381818181818,1
"A0A087X0K7-F1","A0A087X0K7",0.773623809523809,1
"A0A087X0M5-F1","A0A087X0M5",0.627427272727273,0
"A0A087X179-F1","A0A087X179",0.456880952380952,0
"A0A087X1C1-F1","A0A087X1C1",0.397885714285714,0
"A0A087X1C5-F1","A0A087X1C5",0.285945454545455,0
"A0A087X1G2-F1","A0A087X1G2",0.657309090909091,0
"A0A087X1L8-F1","A0A087X1L8",0.304319047619048,0
"A0A096LNT9-F1","A0A096LNT9",0.443290476190476,0
"A0A096LNW5-F1","A0A096LNW5",0.201054545454545,0
"A0A096LP01-F1","A0A096LP01",0.781163636363636,2
"A0A096LP55-F1","A0A096LP55",0.703783333333333,1
"A0A096LPH7-F1","A0A096LPH7",0.2006,0
"A0A096LPI5-F1","A0A096LPI5",0.685352380952381,0
"A0A096LPK6-F1","A0A096LPK6",0.969323809523809,1
"A0A096LPK9-F1","A0A096LPK9",0.329883333333333,0
"A0A0A0MRZ7-F1","A0A0A0MRZ7",0.177028571428571,0
"A0A0A0MRZ8-F1","A0A0A0MRZ8",0.733318181818182,1
"A0A0A0MRZ9-F1","A0A0A0MRZ9",0.905338095238095,1
"A0A0A0MS00-F1","A0A0A0MS00",0.682106666666667,0
"A0A0A0MS01-F1","A0A0A0MS01",0.507476190476191,0
"A0A0A0MS02-F1","A0A0A0MS02",0.9219,1
"A0A0A0MS03-F1","A0A0A0MS03",0.885157894736842,1
"A0A0A0MS04-F1","A0A0A0MS04",0.519606666666667,0
"A0A0A0MS05-F1","A0A0A0MS05",0.0716345,0
"A0A0A0MS06-F1","A0A0A0MS06",0.7546,1
"A0A0A0MS14-F1","A0A0A0MS14",0.651552380952381,0
"A0A0A0MS15-F1","A0A0A0MS15",0.780190909090909,1
"A0A0A0MT36-F1","A0A0A0MT36",0.494280952380952,0
"A0A0A6YYC5-F1","A0A0A6YYC5",0.277761904761905,0
"A0A0A6YYD4-F1","A0A0A6YYD4",0.0839319047619048,0
"A0A0A6YYG2-F1","A0A0A6YYG2",0.3221,0
"A0A0A6YYG3-F1","A0A0A6YYG3",0.639919047619048,0
"A0A0A6YYJ7-F1","A0A0A6YYJ7",0.331785714285714,0
"A0A0A6YYK1-F1","A0A0A6YYK1",0.57622,0
"A0A0A6YYK4-F1","A0A0A6YYK4",0.696309523809524,0
"A0A0A6YYK6-F1","A0A0A6YYK6",0.147654545454545,0
"A0A0A6YYK7-F1","A0A0A6YYK7",0.494481818181818,0
"A0A0A6YYL3-F1","A0A0A6YYL3",0.432904761904762,0
"A0A0B4J1T7-F1","A0A0B4J1T7",0.845042857142857,1
"A0A0B4J1U3-F1","A0A0B4J1U3",0.753557142857143,1
"A0A0B4J1U4-F1","A0A0B4J1U4",0.415547619047619,0
"A0A0B4J1U6-F1","A0A0B4J1U6",0.636985714285714,0
"A0A0B4J1U7-F1","A0A0B4J1U7",0.462664285714286,0
"A0A0B4J1V0-F1","A0A0B4J1V0",0.136801111111111,0
"A0A0B4J1V1-F1","A0A0B4J1V1",0.648981818181818,0
"A0A0B4J1V2-F1","A0A0B4J1V2",0.355719047619048,0
"A0A0B4J1V6-F1","A0A0B4J1V6",0.650333333333333,0
"A0A0B4J1V7-F1","A0A0B4J1V7",0.731452380952381,1
"A0A0B4J1W7-F1","A0A0B4J1W7",0.824023076923077,4
"A0A0B4J1X5-F1","A0A0B4J1X5",0.825172727272727,1
"A0A0B4J1X8-F1","A0A0B4J1X8",0.264076923076923,0
"A0A0B4J1Y8-F1","A0A0B4J1Y8",0.734609090909091,2
"A0A0B4J1Y9-F1","A0A0B4J1Y9",0.801266666666667,1
"A0A0B4J1Z2-F1","A0A0B4J1Z2",0.556414285714286,0
"A0A0B4J234-F1","A0A0B4J234",0.254085714285714,0
"A0A0B4J235-F1","A0A0B4J235",0.718880952380952,3
"A0A0B4J237-F1","A0A0B4J237",0.742971428571429,3
"A0A0B4J238-F1","A0A0B4J238",0.449090909090909,0
"A0A0B4J240-F1","A0A0B4J240",0.927425,6
"A0A0B4J241-F1","A0A0B4J241",0.724590476190476,2
"A0A0B4J244-F1","A0A0B4J244",0.818528571428571,1
"A0A0B4J245-F1","A0A0B4J245",0.760771428571429,4
"A0A0B4J248-F1","A0A0B4J248",0.503764705882353,0
"A0A0B4J249-F1","A0A0B4J249",0.432528571428571,0
"A0A0B4J262-F1","A0A0B4J262",0.540614285714286,0
"A0A0B4J263-F1","A0A0B4J263",0.365552380952381,0
"A0A0B4J264-F1","A0A0B4J264",0.535633333333333,0
"A0A0B4J265-F1","A0A0B4J265",0.593985714285714,0
"A0A0B4J266-F1","A0A0B4J266",0.247080952380952,0
"A0A0B4J268-F1","A0A0B4J268",0.7819125,1
"A0A0B4J271-F1","A0A0B4J271",0.528690476190476,0
"A0A0B4J272-F1","A0A0B4J272",0.181306666666667,0
"A0A0B4J273-F1","A0A0B4J273",0.141575714285714,0
"A0A0B4J274-F1","A0A0B4J274",0.692242857142857,0
"A0A0B4J275-F1","A0A0B4J275",0.914441666666667,1
"A0A0B4J276-F1","A0A0B4J276",0.176933333333333,0
"A0A0B4J277-F1","A0A0B4J277",0.614719047619048,0
"A0A0B4J279-F1","A0A0B4J279",0.772327272727273,1
"A0A0B4J280-F1","A0A0B4J280",0.981015789473684,1
"A0A0B4J2A2-F1","A0A0B4J2A2",0.407157142857143,0
"A0A0B4J2B6-F1","A0A0B4J2B6",0.787842857142857,1
"A0A0B4J2B8-F1","A0A0B4J2B8",0.339638461538462,0
"A0A0B4J2D5-F1","A0A0B4J2D5",0.649090476190476,0
"A0A0B4J2D9-F1","A0A0B4J2D9",0.200261904761905,0
"A0A0B4J2E0-F1","A0A0B4J2E0",0.903052380952381,1
"A0A0B4J2E5-F1","A0A0B4J2E5",0.437433333333333,0
"A0A0B4J2F2-F1","A0A0B4J2F2",0.143197142857143,0
"A0A0B4J2H0-F1","A0A0B4J2H0",0.754766666666667,1
"A0A0C4DH24-F1","A0A0C4DH24",0.627428571428571,0
"A0A0C4DH25-F1","A0A0C4DH25",0.0990491666666667,0
"A0A0C4DH26-F1","A0A0C4DH26",0.342345454545455,0
"A0A0C4DH27-F1","A0A0C4DH27",0.626476190476191,0
"A0A0C4DH28-F1","A0A0C4DH28",0.394563636363636,0
"A0A0C4DH29-F1","A0A0C4DH29",0.946009523809524,1
"A0A0C4DH30-F1","A0A0C4DH30",0.170885,0
"A0A0C4DH31-F1","A0A0C4DH31",0.825690476190476,3
"A0A0C4DH32-F1","A0A0C4DH32",0.69282380952381,0
"A0A0C4DH33-F1","A0A0C4DH33",0.720272727272727,2
"A0A0C4DH34-F1","A0A0C4DH34",0.303109523809524,0
"A0A0C4DH35-F1","A0A0C4DH35",0.182438095238095,0
"A0A0C4DH36-F1","A0A0C4DH36",0.28286,0
"A0A0C4DH38-F1","A0A0C4DH38",0.678609523809524,0
"A0A0C4DH39-F1","A0A0C4DH39",0.774183333333333,3
"A0A0C4DH41-F1","A0A0C4DH41",0.60725,0
"A0A0C4DH42-F1","A0A0C4DH42",0.476854545454545,0
"A0A0C4DH43-F1","A0A0C4DH43",0.890633333333333,1
"A0A0C4DH55-F1","A0A0C4DH55",0.354238461538462,0
"A0A0C4DH59-F1","A0A0C4DH59",0.109634545454545,0
"A0A0C4DH67-F1","A0A0C4DH67",0.621690476190476,0
"A0A0C4DH68-F1","A0A0C4DH68",0.199238095238095,0
"A0A0C4DH69-F1","A0A0C4DH69",0.898361904761905,1
"A0A0C4DH72-F1","A0A0C4DH72",0.435566666666667,0
"A0A0C4DH73-F1","A0A0C4DH73",0.8969,1
"A0A0C4DH90-F1","A0A0C4DH90",0.223285714285714,0
"A0A0D9SF12-F1","A0A0D9SF12",0.754090476190476,1
"A0A0G2JKD1-F1","A0A0G2JKD1",0.786766666666667,1
"A0A0G2JLG4-F1","A0A0G2JLG4",0.373404761904762,0
"A0A0G2JLM5-F1","A0A0G2JLM5",0.432961904761905,0
"A0A0G2JLQ3-F1","A0A0G2JLQ3",0.222463636363636,0
"A0A0G2JLW4-F1","A0A0G2JLW4",0.6261,0
"A0A0G2JMD5-F1","A0A0G2JMD5",0.375463636363636,0
"A0A0G2JMH3-F1","A0A0G2JMH3",0.892057142857143,1
"A0A0G2JMH6-F1","A0A0G2JMH6",0.186157142857143,0
"A0A0G2JMI3-F1","A0A0G2JMI3",0.747930769230769,1
"A0A0G2JMM0-F1","A0A0G2JMM0",0.629736363636364,0
"A0A0G2JMP0-F1","A0A0G2JMP0",0.451925,0
"A0A0G2JMS6-F1","A0A0G2JMS6",0.909114285714286,1
"A0A0G2JN01-F1","A0A0G2JN01",0.47167619047619,0
"A0A0G2JN53-F1","A0A0G2JN53",0.697333333333333,0
"A0A0G2JN68-F1","A0A0G2JN68",0.372328571428571,0
"A0A0G2JNF4-F1","A0A0G2JNF4",0.784795238095238,4
"A0A0G2JNG1-F1","A0A0G2JNG1",0.237271428571429,0
"A0A0G2JNH3-F1","A0A0G2JNH3",0.86312380952381,1
"A0A0G2JNQ3-F1","A0A0G2JNQ3",0.73082380952381,2
"A0A0G2JP20-F1","A0A0G2JP20",0.647466666666667,0
"A0A0G2JPB7-F1","A0A0G2JPB7",0.520838095238095,0
"A0A0G2JPC4-F1","A0A0G2JPC4",0.173709523809524,0
"A0A0G2JPF8-F1","A0A0G2JPF8",0.358757142857143,0
"A0A0G2JQ47-F1","A0A0G2JQ47",0.616190476190476,0
"A0A0G2JQZ4-F1","A0A0G2JQZ4",0.69657619047619,0
"A0A0G2JRQ6-F1","A0A0G2JRQ6",0.977695238095238,1
"A0A0G2JS06-F1","A0A0G2JS06",0.557518181818182,0
"A0A0J9YVY3-F1","A0A0J9YVY3",0.638958333333333,0
"A0A0J9YW62-F1","A0A0J9YW62",0.278233333333333,0
"A0A0J9YWL9-F1","A0A0J9YWL9",0.63642380952381,0
"A0A0J9YWU9-F1","A0A0J9YWU9",0.78909375,1
"A0A0J9YX35-F1","A0A0J9YX35",0.524214285714286,0
"A0A0J9YX57-F1","A0A0J9YX57",0.28837619047619,0
"A0A0J9YX75-F1","A0A0J9YX75",0.663785714285714,0
"A0A0J9YX94-F1","A0A0J9YX94",0.124672857142857,0
"A0A0J9YXQ4-F1","A0A0J9YXQ4",0.829661904761905,4
"A0A0J9YXX1-F1","A0A0J9YXX1",0.637009523809524,0
"A0A0J9YXY3-F1","A0A0J9YXY3",0.8781375,1
"A0A0J9YY99-F1","A0A0J9YY99",0.165590476190476,0
"A0A0K0K1A3-F1","A0A0K0K1A3",0.889704761904762,1
"A0A0K0K1A5-F1","A0A0K0K1A5",0.733066666666667,3
"A0A0K0K1B3-F1","A0A0K0K1B3",0.242828571428571,0
"A0A0K0K1C0-F1","A0A0K0K1C0",0.284609090909091,0
"A0A0K0K1C4-F1","A0A0K0K1C4",0.571273333333333,0
"A0A0K0K1D8-F1","A0A0K0K1D8",0.749390476190476,2
"A0A0K0K1E9-F1","A0A0K0K1E9",0.91057619047619,1
"A0A0K0K1G6-F1","A0A0K0K1G6",0.142821428571429,0
"A0A0K0K1G8-F1","A0A0K0K1G8",0.853714285714286,1
"A0A0K2S4Q6-F1","A0A0K2S4Q6",0.380919047619048,0
"A0A0M3HER8-F1","A0A0M3HER8",0.795666666666667,15
"A0A0U1RQE8-F1","A0A0U1RQE8",0.73112380952381,1
"A0A0U1RQG5-F1","A0A0U1RQG5",0.680590476190476,0
"A0A0U1RQI7-F1","A0A0U1RQI7",0.381414285714286,0
"A0A0U1RQS6-F1","A0A0U1RQS6",0.0288519047619048,0
"A0A0U1RR11-F1","A0A0U1RR11",0.405072727272727,0
"A0A0U1RR37-F1","A0A0U1RR37",0.628561904761905,0
"A0A0U1RRI6-F1","A0A0U1RRI6",0.481314285714286,0
"A0A0U1RRK4-F1","A0A0U1RRK4",0.85812380952381,1
"A0A0X1KG70-F1","A0A0X1KG70",0.581685714285714,0
"A0A126GWB0-F1","A0A126GWB0",0.876228571428571,1
"A0A126GWI2-F1","A0A126GWI2",0.8821,2
"A0A140G945-F1","A0A140G945",0.302466666666667,0
"A0A140T8X8-F1","A0A140T8X8",0.654495238095238,0
"A0A140TA62-F1","A0A140TA62",0.250319047619048,0
"A0A183-F1","A0A183",0.915252380952381,1
"A0A191URJ7-F1","A0A191URJ7",0.461928571428571,0
"A0A1B0GTC6-F1","A0A1B0GTC6",0.351709090909091,0
"A0A1B0GTD5-F1","A0A1B0GTD5",0.874795238095238,1
"A0A1B0GTE1-F1","A0A1B0GTE1",0.737590476190476,4
"A0A1B0GTH9-F1","A0A1B0GTH9",0.919319047619048,1
"A0A1B0GTI1-F1","A0A1B0GTI1",0.64912380952381,0
"A0A1B0GTI8-F1","A0A1B0GTI8",0.33822380952381,0
"A0A1B0GTJ6-F1","A0A1B0GTJ6",0.11234,0
"A0A1B0GTK4-F1","A0A1B0GTK4",0.69082380952381,0
"A0A1B0GTL2-F1","A0A1B0GTL2",0.968742857142857,1
"A0A1B0GTQ1-F1","A0A1B0GTQ1",0.152180952380952,0
"A0A1B0GTQ4-F1","A0A1B0GTQ4",0.314490909090909,0
"A0A1B0GTR0-F1","A0A1B0GTR0",0.855633333333333,3
"A0A1B0GTR3-F1","A0A1B0GTR3",0.221295238095238,0
"A0A1B0GTR4-F1","A0A1B0GTR4",0.589704761904762,0
"A0A1B0GTS1-F1","A0A1B0GTS1",0.905795238095238,1
"A0A1B0GTU1-F1","A0A1B0GTU1",0.255847619047619,0
"A0A1B0GTW7-F1","A0A1B0GTW7",0.673638095238095,0
"A0A1B0GTY4-F1","A0A1B0GTY4",0.412530769230769,0
"A0A1B0GTZ2-F1","A0A1B0GTZ2",0.883885714285714,2
"A0A1B0GU29-F1","A0A1B0GU29",0.642038095238095,0
"A0A1B0GU71-F1","A0A1B0GU71",0.20927619047619,0
"A0A1B0GUA5-F1","A0A1B0GUA5",0.267371428571429,0
"A0A1B0GUA6-F1","A0A1B0GUA6",0.74012380952381,2
"A0A1B0GUA7-F1","A0A1B0GUA7",0.44552380952381,0
"A0A1B0GUA9-F1","A0A1B0GUA9",0.406445454545455,0
"A0A1B0GUC4-F1","A0A1B0GUC4",0.533171428571429,0
"A0A1B0GUI7-F1","A0A1B0GUI7",0.958557142857143,1
"A0A1B0GUJ8-F1","A0A1B0GUJ8",0.903623809523809,1
"A0A1B0GUL7-F1","A0A1B0GUL7",0.287085714285714,0
"A0A1B0GUS0-F1","A0A1B0GUS0",0.308209523809524,0
"A0A1B0GUS4-F1","A0A1B0GUS4",0.754428571428571,1
"A0A1B0GUT2-F1","A0A1B0GUT2",0.95652380952381,1
"A0A1B0GUU1-F1","A0A1B0GUU1",0.750758333333333,13
"A0A1B0GUV7-F1","A0A1B0GUV7",0.900972727272727,1
"A0A1B0GUV8-F1","A0A1B0GUV8",0.11946380952381,0
"A0A1B0GUX0-F1","A0A1B0GUX0",0.194885714285714,0
"A0A1B0GV03-F1","A0A1B0GV03",0.195033333333333,0
"A0A1B0GV85-F1","A0A1B0GV85",0.767214285714286,13
"A0A1B0GVB3-F1","A0A1B0GVB3",0.437714285714286,0
"A0A1B0GVD1-F1","A0A1B0GVD1",0.62782380952381,0
"A0A1B0GVG4-F1","A0A1B0GVG4",0.219719047619048,0
"A0A1B0GVG6-F1","A0A1B0GVG6",0.53532,0
"A0A1B0GVH4-F1","A0A1B0GVH4",0.802366666666667,1
"A0A1B0GVH6-F1","A0A1B0GVH6",0.802047619047619,1
"A0A1B0GVH7-F1","A0A1B0GVH7",0.709933333333333,3
"A0A1B0GVM6-F1","A0A1B0GVM6",0.893104761904762,1
"A0A1B0GVN3-F1","A0A1B0GVN3",0.149898571428571,0
"A0A1B0GVQ0-F1","A0A1B0GVQ0",0.819966666666667,1
"A0A1B0GVQ3-F1","A0A1B0GVQ3",0.180852857142857,0
"A0A1B0GVR7-F1","A0A1B0GVR7",0.34647619047619,0
"A0A1B0GVS7-F1","A0A1B0GVS7",0.342852380952381,0
"A0A1B0GVT2-F1","A0A1B0GVT2",0.916,1
"A0A1B0GVV1-F1","A0A1B0GVV1",0.799619047619048,1
"A0A1B0GVZ6-F1","A0A1B0GVZ6",0.742147619047619,1
"A0A1B0GVZ9-F1","A0A1B0GVZ9",0.87385,5
"A0A1B0GW35-F1","A0A1B0GW35",0.305333333333333,0
"A0A1B0GW64-F1","A0A1B0GW64",0.77887619047619,2
"A0A1B0GWB2-F1","A0A1B0GWB2",0.267628571428571,0
"A0A1B0GWG4-F1","A0A1B0GWG4",0.664690909090909,0
"A0A1B0GWH4-F1","A0A1B0GWH4",0.184148571428571,0
"A0A1B0GWK0-F1","A0A1B0GWK0",0.680280952380952,0
"A0A1B0GX31-F1","A0A1B0GX31",0.540271428571429,0
"A0A1B0GX49-F1","A0A1B0GX49",0.819354545454545,1
"A0A1B0GX51-F1","A0A1B0GX51",0.200257142857143,0
"A0A1B0GX56-F1","A0A1B0GX56",0.617680952380952,0
"A0A1B0GX68-F1","A0A1B0GX68",0.217719047619048,0
"A0A1B0GX78-F1","A0A1B0GX78",0.44075625,0
"A0A1B0GX95-F1","A0A1B0GX95",0.494025,0
"A0A1B0GXF2-F1","A0A1B0GXF2",0.215113333333333,0
"A0A1W2PN81-F1","A0A1W2PN81",0.863314285714286,1
"A0A1W2PP81-F1","A0A1W2PP81",0.939733333333333,1
"A0A1W2PP97-F1","A0A1W2PP97",0.831127272727273,1
"A0A1W2PPD8-F1","A0A1W2PPD8",0.6064,0
"A0A1W2PPE2-F1","A0A1W2PPE2",0.766495238095238,4
"A0A1W2PPF3-F1","A0A1W2PPF3",0.603371428571429,0
"A0A1W2PPH5-F1","A0A1W2PPH5",0.543457142857143,0
"A0A1W2PPK0-F1","A0A1W2PPK0",0.08172,0
"A0A1W2PPL8-F1","A0A1W2PPL8",0.832880952380952,1
"A0A1W2PPM0-F1","A0A1W2PPM0",0.893504761904762,1
"A0A1W2PPM1-F1","A0A1W2PPM1",0.459961904761905,0
"A0A1W2PPW3-F1","A0A1W2PPW3",0.91052380952381,1
"A0A1W2PQ09-F1","A0A1W2PQ09",0.527585714285714,0
"A0A1W2PQ27-F1","A0A1W2PQ27",0.810091666666667,5
"A0A1W2PQ64-F1","A0A1W2PQ64",0.731719047619048,4
"A0A1W2PQ72-F1","A0A1W2PQ72",0.69622380952381,0
"A0A1W2PQ73-F1","A0A1W2PQ73",0.884957142857143,1
"A0A1W2PQC6-F1","A0A1W2PQC6",0.684071428571429,0
"A0A1W2PQD8-F1","A0A1W2PQD8",0.611027272727273,0
"A0A1W2PQF6-F1","A0A1W2PQF6",0.444790476190476,0
"A0A1W2PQJ5-F1","A0A1W2PQJ5",0.465452380952381,0
"A0A1W2PQL4-F1","A0A1W2PQL4",0.592105882352941,0
"A0A1W2PQM1-F1","A0A1W2PQM1",0.303016666666667,0
"A0A1W2PR19-F1","A0A1W2PR19",0.237627272727273,0
"A0A1W2PR48-F1","A0A1W2PR48",0.262242857142857,0
"A0A1W2PR64-F1","A0A1W2PR64",0.697838095238095,0
"A0A1W2PR75-F1","A0A1W2PR75",0.799447619047619,5
"A0A1W2PR80-F1","A0A1W2PR80",0.449319047619048,0
"A0A1W2PR82-F1","A0A1W2PR82",0.33115,0
"A0A1W2PR95-F1","A0A1W2PR95",0.974085714285714,1
"A0A1W2PRE2-F1","A0A1W2PRE2",0.773961904761905,1
"A0A1W2PRG0-F1","A0A1W2PRG0",0.459509523809524,0
"A0A1W2PRN1-F1","A0A1W2PRN1",0.680233333333333,0
"A0A1W2PRN6-F1","A0A1W2PRN6",0.6829,0
"A0A1W2PRP0-F1","A0A1W2PRP0",0.66847619047619,0
"A0A1W2PRS3-F1","A0A1W2PRS3",0.870680952380952,1
"A0A1W2PRV1-F1","A0A1W2PRV1",0.631458823529412,0
"A0A1W2PS18-F1","A0A1W2PS18",0.488114285714286,0
"A0A286YEU6-F1","A0A286YEU6",0.613945454545455,0
"A0A286YF18-F1","A0A286YF18",0.741961904761905,1
"A0A286YF58-F1","A0A286YF58",0.963785714285714,1
"A0A2R8Y2Y2-F1","A0A2R8Y2Y2",0.849028571428571,1
"A0A2R8Y422-F1","A0A2R8Y422",0.201314285714286,0
"A0A2R8Y4L2-F1","A0A2R8Y4L2",0.891490476190476,3
"A0A2R8Y4L6-F1","A0A2R8Y4L6",0.657035714285714,0
"A0A2R8Y4M4-F1","A0A2R8Y4M4",0.0569818181818182,0
"A0A2R8Y4Y8-F1","A0A2R8Y4Y8",0.205019523809524,0
"A0A2R8Y5M8-F1","A0A2R8Y5M8",0.861828571428571,1
"A0A2R8Y619-F1","A0A2R8Y619",0.4884125,0
"A0A2R8Y747-F1","A0A2R8Y747",0.145111428571429,0
"A0A2R8Y7D0-F1","A0A2R8Y7D0",0.94647619047619,1
"A0A2R8Y7Y5-F1","A0A2R8Y7Y5",0.194182380952381,0
"A0A2R8YCJ5-F1","A0A2R8YCJ5",0.631575,0
"A0A2R8YCY7-F1","A0A2R8YCY7",0.492309523809524,0
"A0A2R8YE69-F1","A0A2R8YE69",0.7565,3
"A0A2R8YED5-F1","A0A2R8YED5",0.491336363636364,0
"A0A2R8YEG4-F1","A0A2R8YEG4",0.879642857142857,1
"A0A2R8YEH3-F1","A0A2R8YEH3",0.397292307692308,0
"A0A2R8YEV3-F1","A0A2R8YEV3",0.849685714285714,1
"A0A2R8YFL7-F1","A0A2R8YFL7",0.914452380952381,1
"A0A2R8YFM6-F1","A0A2R8YFM6",0.147333333333333,0
"A0A2U3TZM8-F1","A0A2U3TZM8",0.128766666666667,0
"A0A2Z4LIS9-F1","A0A2Z4LIS9",0.891618181818182,1
"A0A376A8Z9-F1","A0A376A8Z9",0.199614285714286,0
"A0A3B3IRS2-F1","A0A3B3IRS2",0.0653766666666667,0
"A0A3B3IRV3-F1","A0A3B3IRV3",0.286347619047619,0
"A0A3B3IT33-F1","A0A3B3IT33",0.886171428571429,1
"A0A3B3IT34-F1","A0A3B3IT34",0.243061904761905,0
"A0A3B3IT45-F1","A0A3B3IT45",0.715142857142857,2
"A0A3B3IT52-F1","A0A3B3IT52",0.551838095238095,0
"A0A3B3IU46-F1","A0A3B3IU46",0.124671904761905,0
"A0A3B3IU63-F1","A0A3B3IU63",0.630554545454545,0
"A0A494BZU4-F1","A0A494BZU4",0.854023076923077,1
"A0A494C071-F1","A0A494C071",0.625152380952381,0
"A0A494C086-F1","A0A494C086",0.854614285714286,1
"A0A494C0N9-F1","A0A494C0N9",0.88312380952381,4
"A0A494C0Y3-F1","A0A494C0Y3",0.0765014285714286,0
"A0A494C0Z2-F1","A0A494C0Z2",0.607252380952381,0
"A0A494C103-F1","A0A494C103",0.8328,1
"A0A494C162-F1","A0A494C162",0.7325,1
"A0A494C191-F1","A0A494C191",0.226628571428571,0
"A0A494C193-F1","A0A494C193",0.740995238095238,2
